,Blood,TumorCore,TumorEdge
MAR04320,8.573647187493322,7.912889336229962,8.184875342908283
MAR04356,12.704119788513017,12.086799685623452,12.774992908933175
MAR04383,8.326429487122303,6.643856189774724,7.219168520462161
MAR04385,8.507794640198696,8.174925682500678,8.88264304936184
MAR04386,8.0,7.475733430966398,8.31741261376487
MAR04387,8.0,7.475733430966398,8.31741261376487
MAR04399,7.451211111832329,7.3750394313469245,8.098032082960527
MAR04400,0.1,0.1,0.1
MAR04401,5.78135971352466,5.357552004618084,6.247927513443585
MAR04402,0.1,0.1,0.1
MAR04403,0.1,0.1,0.1
MAR04490,9.432541900388259,8.81698362325538,9.710806433699352
MAR04706,6.820178962415188,9.105908508571158,9.911391987843459
MAR08768,0.1,0.1,0.1
MAR04590,9.902375114486025,9.238404739325079,9.977279923499916
MAR04591,7.924812503605781,7.339850002884624,7.434628227636725
MAR04592,9.857980995127573,9.055282435501189,9.79766152585376
MAR04593,4.0,4.321928094887363,4.807354922057604
MAR04594,2.807354922057604,2.321928094887362,1.584962500721156
MAR04595,2.807354922057604,1.584962500721156,2.0
MAR08341,9.857980995127573,9.06339508128851,9.79766152585376
MAR08342,0.1,0.1,0.1
MAR08344,9.533329732305834,9.06339508128851,9.654636028527968
MAR08352,8.098032082960527,7.483815777264256,8.294620748891626
MAR08353,0.1,0.1,0.1
MAR08726,5.169925001442312,6.768184324776926,6.9886846867721655
MAR08727,9.283088353024002,8.758223214726724,9.531381460516313
MAR08728,0.1,0.1,0.1
MAR08729,9.642051692927977,9.339850002884624,9.643856189774725
MAR06537,9.533329732305834,9.06339508128851,9.654636028527968
MAR01568,0.1,1.584962500721156,1.584962500721156
MAR03853,10.216745858195306,9.290018846932618,10.166163082646113
MAR03854,9.857980995127573,9.055282435501189,9.79766152585376
MAR03855,9.857980995127573,9.055282435501189,9.79766152585376
MAR03857,9.899356922923111,9.121533517340032,9.847057346091336
MAR03859,2.584962500721156,1.0,2.321928094887362
MAR04087,9.319672120946993,8.543031820255237,9.3151495622563
MAR04089,5.882643049361842,5.129283016944966,5.754887502163468
MAR04091,9.319672120946993,8.543031820255237,9.3151495622563
MAR04093,0.0,0.0,0.0
MAR04095,0.0,0.0,0.0
MAR04101,0.0,1.0,2.0
MAR04103,0.1,0.1,0.1
MAR04143,2.584962500721156,3.584962500721156,4.087462841250339
MAR04193,11.895953892812168,12.069785394983302,12.467096033905747
MAR08497,9.857980995127573,9.06339508128851,9.79766152585376
MAR08498,2.807354922057604,1.584962500721156,4.321928094887363
MAR08499,2.807354922057604,1.584962500721156,4.321928094887363
MAR08500,9.857980995127573,9.06339508128851,9.79766152585376
MAR08501,8.954196310386875,8.945443836377912,9.390168956200183
MAR08502,10.177419537989236,9.273795599214264,9.926295994781112
MAR08503,9.231221180711186,9.103287808412022,9.813781191217037
